exper_data_id	date_str	time_str	temperature	rel_humidity	pop_label	env_label	data_group_name	logDensity	logMeanTracksPerSecond	area.F	area.F.var	area.S	area.S.var	length.F	width.F	length.F.var	width.F.var	length.S	width.S	length.S.var	width.S.var	velocity	velocity.var	velocity.F	velocity.B	velocity.F.var	velocity.B.var	acceleration	acceleration.var	acceleration.F	acceleration.B	acceleration.F.var	acceleration.B.var	run	run.var	run.F	run.B	run.F.var	run.B.var	curvature	curvature.var	curvature.F	curvature.B	curvature.S	curvature.F.var	curvature.B.var	curvature.S.var
Block_0-20160627_141254_proc	20160627	141254	22.3	59	GA150L12	NaCl	Block_0	5.22476287322368	5.40107303211263	0.0602474815354713	1.69448604337592e-05	0.0600879421768707	2.07468275062688e-05	0.590159037900875	0.0819875364431487	0.0026782415293564	0.000224978646135205	0.588931341107872	0.0824752429543246	0.00318214649002299	0.000253599011288546	0.0351861273080661	0.00109228328006319	0.0530406948493683	0.0687528668610301	0.000758785345524567	0.00133693660394562	-0.000168999028182702	0.000283949510250651	0.000444290573372206	7.48785228377067e-05	0.000267285447517575	0.000727257609798636	6.75510204081633	370.827378732955	9.71574344023324	7.82482993197279	289.237805096737	42.3317195783144	26.7058309037901	57.1308619048653	27.4767735665695	27.6451895043732	25.8547619047619	56.3781697387414	51.8571125815107	55.0064966234474
Block_1-20160628_080206_proc	20160628	80206	22	57	CA150L2	NGM	Block_1	2.89475051613418	3.01246316554734	0.0417684327731092	2.23534617069576e-05	0.0415649495798319	2.60590353753817e-05	0.487752521008403	0.0643659663865546	0.00267230309616082	0.000264962220589485	0.47841218487395	0.0656096638655462	0.00359720593967125	0.000291298659292084	0.0392151260504202	0.00137085362280896	0.0706357142857143	0.0827878151260504	0.00112694193670187	0.00159195853876228	-0.000222689075630252	0.000431645417748992	0.00257983193277311	0.00408739495798319	0.000532929225764392	0.00125617957120917	4.61764705882353	1287.31168846634	5.5546218487395	4.81932773109244	157.093976837182	18.4859790214582	21.2932773109244	64.3810979774425	22.3008403361345	23.3180672268908	20.4176470588235	59.2556013212377	60.0950665722315	64.6347518972714
Block_1-20160628_083025_proc	20160628	83025	22	56	CA150L2	NaCl	Block_1	4.29790654689143	4.35988672772052	0.0567834280205656	3.00002063700388e-05	0.0558202840616967	3.52406535962212e-05	0.581184832904884	0.0761922879177378	0.00354586631063885	0.000233601871895803	0.571500899742931	0.0767867609254499	0.00392914973926513	0.000238126839954792	0.0284403598971722	0.00122736573569214	0.0582152956298201	0.0735773778920309	0.00111622698234781	0.0018743285797696	-0.00012866323907455	0.000428778762850241	0.00282172236503856	0.00544922879177378	0.000546047828659574	0.00127937415622939	4.53727506426735	2619.71470709322	4.4293059125964	4.33419023136247	67.5969142028051	11.8052595630012	20.5958868894602	57.0727937399823	21.8676092544987	23.5874035989717	19.9240359897172	56.5122348569531	57.830754348243	54.6699001760317
Block_1-20160628_090001_proc	20160628	90001	22	56	CA350L1	NaCl	Block_1	4.87827228720491	4.98224214580564	0.0832470600907029	2.07282668188591e-05	0.0833307482993197	2.18096855346956e-05	0.722431179138322	0.0969030612244898	0.00207242019276695	9.98527226573898e-05	0.724457482993197	0.097087641723356	0.00229061369799568	0.000107641538642945	0.0228727891156463	0.000688492358991052	0.0443733560090703	0.0615385487528345	0.000530442847182467	0.00118712780119237	-7.83446712018141e-05	0.000173636913027147	0.000925283446712018	0.000595918367346939	0.000224002815461165	0.00061886327964801	6.90249433106576	2109.88467145974	8.27324263038549	6.41043083900227	496.324110754224	24.1006742256009	23.7115646258503	55.2204583522103	24.8230158730159	26.4458049886621	22.9403628117914	53.3529195375093	57.9570466662365	53.5858520033632
Block_1-20160628_092753_proc	20160628	92753	22.2	56	CA350L1	NGM	Block_1	4.9020320695986	5.02528533483842	0.0797168903301887	2.61705552457434e-05	0.0796284481132075	2.68487961806902e-05	0.720163561320755	0.0912058962264151	0.00257846011348024	0.000139934710623813	0.721025353773585	0.0911612028301887	0.00238838397246689	0.000127974220449684	0.0169014150943396	0.000637511481571534	0.0420060141509434	0.0481412735849057	0.000746283677802216	0.000993275475801486	-6.80424528301887e-05	0.000186355024327178	0.00128561320754717	0.00133573113207547	0.000292927616499064	0.000547355485963031	6.62264150943396	5661.19748891479	5.80424528301887	5.01179245283019	115.527729552801	10.4794798163229	22.2741745283019	52.7016520092211	24.3520047169811	24.8715801886792	21.5950471698113	55.2120407444164	51.2569666346339	48.49422350032
Block_1-20160628_100043_proc	20160628	100043	22.4	54	CA250L2	NGM	Block_1	4.22495446938821	4.30258904749061	0.0501661573604061	1.85998454512328e-05	0.0496341116751269	2.13549266075867e-05	0.550778934010152	0.0690365482233503	0.00231693453191711	0.000239007995767805	0.544595177664975	0.0686829949238579	0.00253702938684706	0.00017010373054607	0.0180104060913706	0.000629832904546616	0.0540505076142132	0.0601213197969543	0.000802451894281027	0.00122666429818036	-5.68527918781724e-05	0.000182069202067039	0.00322893401015228	0.00395456852791878	0.000364480352970223	0.00076550235614721	4.2005076142132	6577.8853004318	3.43147208121827	3.12944162436548	28.7995009367918	8.72023676350554	18.5982233502538	48.1462989962912	20.6565989847716	21.3951776649746	18.1505076142132	47.8565368597885	55.059035574679	46.4796311322242
Block_1-20160628_102900_proc	20160628	102900	22.5	54	CA250L2	NaCl	Block_1	4.5049402325929	4.63129032382599	0.0601331331220285	3.55426971148194e-05	0.0594350427892235	4.67418626998449e-05	0.558840729001585	0.0868152139461173	0.00350816069680964	0.000296185536633609	0.551264896988906	0.0873569730586371	0.0044173017680261	0.000320274012513137	0.0304337559429477	0.0013064576217818	0.0648695721077654	0.0814050713153724	0.00114725569650231	0.00164674712876914	-0.000162044374009509	0.000389618405703969	0.00305285261489699	0.00590522979397781	0.000540070252201324	0.00116133838876347	4.69334389857369	1176.05297488464	4.37400950871632	4.31378763866878	59.2415862063099	8.91693442717398	19.8385103011094	60.4433489971925	21.4581616481775	22.9172741679873	19.0167194928685	61.4477456452089	55.2226713738148	58.6260234966743
Block_1-20160628_105848_proc	20160628	105848	22.6	54	CA350L2	NGM	Block_1	5.02519303681795	5.18045698354993	0.0784436606591143	2.71250110674859e-05	0.0780100834191555	3.69482480841313e-05	0.689294335736354	0.0946749742533471	0.00257017568227559	0.000183997463350345	0.687119104016478	0.0947653964984552	0.0032251929386729	0.00018653328721745	0.0268209577754892	0.000901419537925702	0.0448877445932029	0.0693001029866117	0.000613089152685593	0.00152449671126629	-0.000122451081359423	0.000245717579017428	0.000446343975283213	-0.000213851699279094	0.000230259986284052	0.000894125732942198	7.27291452111226	1100.2049641214	9.46343975283213	6.34140061791967	328.188424820255	14.9257568534498	23.089701338826	56.3096389742814	24.1401647785788	25.05236869207	22.5074665293512	57.5453185221439	53.2704138847176	52.2324326337547
Block_1-20160628_113153_proc	20160628	113153	22.6	54	CA350L2	NaCl	Block_1	4.86654452427483	5.02227621671688	0.0673355849941383	2.49076858502627e-05	0.0668690234466588	2.61424476965711e-05	0.644537631887456	0.0841849941383353	0.00233176488151041	0.00017064610879896	0.638191676436108	0.0850267291910903	0.00307072989858597	0.000247189629495647	0.0372451348182884	0.000939153226096065	0.0546913247362251	0.0742689917936694	0.000604648765678318	0.00142619600177357	-0.000154806565064478	0.000267601283020425	0.000935287221570926	0.000761840562719813	0.000272456595799613	0.000852530157842951	6.22098475967175	885.528594397645	10.1957796014068	6.35169988276671	550.498211481515	23.5392039257876	25.4456037514654	56.72327303909	26.012368112544	27.0236225087925	24.8141266119578	55.638626306124	55.0334615300546	58.512781038611
Block_1-20160628_120024_proc	20160628	120024	22.7	54	CA150L1	NGM	Block_1	4.48583571759615	4.65437752457541	0.05493681612529	3.59111324683309e-05	0.0534896960556845	4.26713321232253e-05	0.547083468677494	0.0796514501160093	0.00368965571549423	0.000259103209499569	0.526193097447796	0.0814533062645012	0.00519504509934843	0.000376698962543358	0.0533270881670534	0.00188299680560053	0.0763046403712297	0.0939154872389791	0.00139295712611272	0.00269201450436343	2.74361948955915e-05	0.000617844409267433	0.00233915313225058	0.00583561484918793	0.000672212154256832	0.00188303549825826	4.37703016241299	462.110156601382	6.79118329466357	4.99361948955916	350.757885424204	22.2595770499951	22.7689675174014	67.2753424398267	23.6053364269142	25.4706496519722	21.218909512761	60.7426574308291	71.3015026901681	72.0773824129101
Block_1-20160628_123104_proc	20160628	123104	22.8	54	CA150L1	NaCl	Block_1	3.8735225562395	3.96783796022356	0.0602450120643432	5.98574350560727e-05	0.0588210214477212	7.8222594430641e-05	0.559735388739946	0.0873652815013405	0.00533876431711425	0.000384788996598647	0.543065147453083	0.0881961126005362	0.00647714623106453	0.000395148523384961	0.0352416890080429	0.00220263267122832	0.0763171581769437	0.0820447721179625	0.00228876516227074	0.00244045311763427	-9.77211796246648e-05	0.000740021147133204	0.00478565683646113	0.00609906166219839	0.00117420371153278	0.00200119303517671	4.22252010723861	683.322298872157	4.17828418230563	3.54691689008043	66.8229068823838	7.46229370227098	21.4264075067024	66.4713867615467	22.9569705093834	22.7943699731903	20.5573726541555	65.1975209556924	64.6023239224472	64.4113467822466
Block_1-20160628_132031_proc	20160628	132031	23	53	CA250L1	NaCl	Block_1	5.01910173036747	5.12458601787993	0.0706808848253275	2.77288234843834e-05	0.0701935294759825	3.18337755396036e-05	0.681001364628821	0.0838638100436681	0.00289796391227148	0.000224248395795431	0.678885589519651	0.0838802401746725	0.00298894329126966	0.000179733854625223	0.0231556768558952	0.00109908858399738	0.0503890283842795	0.0611853165938865	0.00112475032001547	0.00150390279558818	-0.000162827510917031	0.000358903832287764	0.00110813318777293	0.000388973799126637	0.000495052972921975	0.000983923406308413	6.32150655021834	1198.98865612154	6.34334061135371	5.21506550218341	108.011047666029	10.877421448363	24.3974890829694	56.1902994227493	26.0680676855895	25.3482532751092	23.8061681222707	58.2362172376214	51.1808351518054	53.0361154334287
Block_1-20160628_134855_proc	20160628	134855	23	52	CA250L1	NGM	Block_1	3.73275861641362	3.86279077584506	0.0467322959558824	2.69616258079283e-05	0.0461624154411765	3.85228281358176e-05	0.532385845588235	0.0665650735294118	0.0030108617245959	0.000227387226813915	0.521631801470588	0.0673974264705882	0.00446005417522761	0.000283116551715936	0.0333770220588235	0.00130168445028192	0.0729762867647059	0.0800825367647059	0.000991299763366852	0.0014610157739646	-0.000146323529411765	0.00035626681261027	0.00318327205882353	0.00537132352941177	0.000517958297848306	0.00108374992432466	3.61580882352941	751.964062745788	3.51470588235294	3.31801470588235	65.6577105789541	8.44191946685332	21.0174632352941	56.0630465345476	22.3363970588235	22.2180147058824	20.4829044117647	49.701374755235	55.969874051569	55.4186284204341
Block_10-20160720_091303_proc	20160720	91303	24.8	52	CA350L19	NGM	Block_10	4.48267820162101	4.63453494389736	0.0829235590219224	2.61362236856216e-05	0.0819367116357504	4.41978702348648e-05	0.742218296795953	0.0927548903878583	0.00290648108655479	0.000159855369587608	0.736655059021922	0.0922851602023609	0.00423023813663806	0.000149591354564744	0.0285921585160202	0.000933418021071029	0.0431258010118044	0.0610429173693086	0.000627630790803245	0.00136142817417542	-0.000118887015177066	0.000247830197961716	0.000393338954468803	-3.96290050590218e-05	0.000265043002979552	0.000652961542572646	7.73861720067454	726.480273691784	10.6053962900506	8.21332209106239	392.815509856177	25.912940086589	26.1047217537943	56.9714196077857	27.4018549747049	26.9388701517707	25.2517706576729	58.1242072079342	49.1067828055056	51.8026472752139
Block_10-20160720_094401_proc	20160720	94401	24.9	51	CA350L19	NaCl	Block_10	4.75762877886981	4.87841339106772	0.0512723442513369	2.57419229716877e-05	0.0509182914438503	3.08462636843174e-05	0.536813502673797	0.0741648395721925	0.00272043915340909	0.000287694989764045	0.533335294117647	0.0746108957219251	0.00340484474600022	0.000305200849710063	0.0258422459893048	0.000878620761646773	0.0502639037433155	0.0633266042780749	0.000723331257813774	0.00114520885420183	-0.000118382352941176	0.000251393543548625	0.0011701871657754	0.00173409090909091	0.000327210756132683	0.000665199655183085	5.81617647058824	1191.69095574618	6.22860962566845	5.91644385026738	152.034022289574	20.938441576185	22.2851604278075	57.6203704915859	22.9121657754011	23.5300802139037	21.9294117647059	55.9279881918263	52.5322213686675	56.8869714196449
Block_10-20160720_101140_proc	20160720	101140	25	52	CA250L19	NaCl	Block_10	4.89737516995733	5.00708814439217	0.0594798731527094	1.89913493729048e-05	0.0592373583743842	2.33127835183686e-05	0.604529926108374	0.0774968596059113	0.00261774731134807	0.000230526830690772	0.603743780788177	0.0769621305418719	0.00292237456094831	0.000230455815198495	0.0252134236453202	0.000814808908494613	0.0526757389162562	0.0641531403940887	0.00063057013375698	0.00108274227203812	-0.00011884236453202	0.000210117539785157	0.00172906403940887	0.00273448275862069	0.000260365146347629	0.00068723089022756	5.33374384236453	801.769717010076	5.24630541871921	5.34113300492611	133.45898804372	22.8691219725392	26.368842364532	62.8418318708499	27.6152709359606	28.0150862068966	25.7460591133005	64.8833113466298	55.65487844446	60.8833783448701
Block_10-20160720_104032_proc	20160720	104032	25	51	CA250L19	NGM	Block_10	4.81005800910413	4.93535830685832	0.0890917435622318	2.79257219407952e-05	0.0883523615879828	3.60941346317295e-05	0.781935944206009	0.0952508583690987	0.00285255276802879	0.00014758620221883	0.778648819742489	0.0953981759656652	0.00320615574455486	0.000144212552678061	0.0188567596566524	0.000594806800423658	0.0411401287553648	0.0484106223175966	0.000502181821359709	0.000814712508804948	-0.000116523605150214	0.000209522028567276	0.000964699570815451	0.00109967811158798	0.000237181647706637	0.000536860290858311	6.59871244635193	2868.24962949118	6.18025751072961	5.3519313304721	117.902326319044	12.9115281128116	28.1146995708154	56.7925292645277	29.7802575107296	30.0858369098712	27.6527896995708	58.6815276773473	53.3764376465125	54.328105918612
Block_10-20160720_110833_proc	20160720	110833	21	51	CA150L15	NGM	Block_10	4.77931673302426	4.87765863210131	0.0852966548323471	2.36102741935703e-05	0.0850235532544379	2.95615039809768e-05	0.745196449704142	0.0955694280078895	0.00227394127198601	0.00016156503791513	0.743340039447732	0.0964558185404339	0.00323607995297993	0.000194579289068428	0.0256042406311637	0.000564544838514154	0.0397882642998028	0.0527358974358974	0.000407118331495934	0.00103353771209646	-5.88757396449705e-05	0.000175405966373216	0.00019181459566075	-0.000696646942800789	0.000157206068215012	0.000597409356401274	8.62623274161736	2866.82942597577	12.6360946745562	7.25936883629191	779.047167659255	22.1740270290938	24.3112426035503	56.3652808022273	25.4273175542406	26.0653846153846	23.589842209073	56.6847370201011	50.2066914408314	55.3837272035457
Block_10-20160720_113700_proc	20160720	113700	21	51	CA150L15	NaCl	Block_10	4.61585039703213	4.77297489053892	0.059826203180212	3.03401924687139e-05	0.0598930132508834	3.83968847337067e-05	0.620517314487632	0.075329593639576	0.00318077575020416	0.000227228656718541	0.620731890459364	0.0754537985865724	0.00405144623031708	0.000270943557255867	0.0263500883392226	0.000699911770020252	0.049068109540636	0.0661595406360424	0.000588367776534162	0.00111481571370129	-9.4434628975265e-05	0.000223497895716519	0.00173498233215548	0.00303250883392226	0.000367108678744295	0.000726158433731194	5.24028268551237	1537.29025537271	5.54593639575972	5.16166077738516	127.144258114631	17.1614447874143	22.0582155477032	62.7808352071846	23.4473498233216	24.0272084805654	21.3798586572438	58.0958518377288	56.2210768868576	62.8622562524174
Block_10-20160720_120437_proc	20160720	120437	25.2	51	CA150L20	NaCl	Block_10	4.68992181192334	4.85375820905533	0.087442467114094	2.92042733440565e-05	0.0876045288590604	4.13569472883632e-05	0.778972013422819	0.0934389261744966	0.00331105813866919	0.000198276822976644	0.782071677852349	0.0939775838926175	0.00433693569214851	0.000263400113696006	0.0365618791946309	0.00157026608149786	0.0610558389261745	0.0800104026845638	0.00116645839559332	0.00199689742810293	-0.000138120805369128	0.000383045199721507	0.00103093959731544	0.00131255033557047	0.000421925160093166	0.00106012569654701	6.29060402684564	694.874254071271	8.11677852348993	5.91073825503356	318.060862682804	24.0497375398032	25.381744966443	60.0945817021829	26.7338926174497	27.2527516778523	24.3481208053691	56.0816644861361	59.9918677264284	59.3748962455937
Block_10-20160720_123512_proc	20160720	123512	25	50	CA150L20	NGM	Block_10	4.84592209992029	4.9583895120386	0.0509157759938838	1.55590436211721e-05	0.0507094464831804	1.88475482156708e-05	0.569525917431193	0.0681735474006116	0.00252740541759853	0.00018762048926273	0.570312079510703	0.0677282110091743	0.00286800609967881	0.00017969920150495	0.0208227064220183	0.000898483756468358	0.0537584862385321	0.0673464067278287	0.000812480127931417	0.00118918625589202	-0.000153211009174312	0.00023113816655993	0.00260107033639144	0.00288715596330275	0.000350163249008071	0.000677091491342617	4.90825688073395	1084.48758698041	4.26911314984709	5	70.9941575984107	16.4252312653512	23.2380733944954	56.333090416259	24.9480122324159	24.6468654434251	22.5455657492355	55.641990574828	53.6047485168214	54.1418907417956
Block_10-20160720_130336_proc	20160720	130336	25.1	51	CA250L20	NaCl	Block_10	4.78534742707693	4.91950953212148	0.0934495507099391	3.25529732482609e-05	0.0930952976673428	4.55642116589553e-05	0.808374949290061	0.0972660243407708	0.00358679298429048	0.00029033462879837	0.804772464503043	0.0979503042596349	0.00479500251973028	0.000362462467530031	0.0311287018255578	0.000937955768324263	0.047268154158215	0.0593560344827586	0.000669268159461575	0.00109882264898996	-0.000140314401622718	0.000241505894851081	0.000349239350912779	0.000301166328600406	0.00024422633006368	0.000511902000092767	7.54563894523327	694.395726503008	10.7905679513185	8.04056795131846	315.514574159567	33.5591553723652	31.2607505070994	72.2810712044323	32.208215010142	32.3551724137931	30.57738336714	70.1808405649075	63.1943918694983	70.2654941283896
Block_10-20160720_142430_proc	20160720	142430	25.2	51	CA250L20	NGM	Block_10	4.98116843102071	5.13530548200094	0.058990935285611	1.76025639687967e-05	0.0587426587129429	2.51680209696552e-05	0.596996059291396	0.0777349602313811	0.00262508326236268	0.000215238117806208	0.592645553145336	0.0786612075198843	0.00438846541299236	0.000315304332850097	0.0439254880694143	0.00146115516578613	0.067266413593637	0.0829006146059291	0.00100758551459388	0.0017757623916846	-5.48445408532175e-05	0.000373992027162558	0.00130874909616775	0.00260339840925524	0.000365419337302633	0.00109683568338317	5.47613882863341	787.352688146349	7.69016630513377	6.2472885032538	298.662329058244	25.2929292906716	29.0116413593637	67.1170150870153	29.8390455531453	29.926428054953	28.0593275488069	62.8976014480863	60.1816496217598	71.1890708723292
