exper_data_id	pop_label	data_group_name	date_str	time_str	temperature	rel_humidity	env_label	area.F
Block_1-20160628_113153_proc	CA350L2	Block_1	20160628	113153	22.6	54	NaCl	0.0673355849941383
Block_1-20160628_120024_proc	CA150L1	Block_1	20160628	120024	22.7	54	NGM	0.05493681612529
Block_1-20160628_123104_proc	CA150L1	Block_1	20160628	123104	22.8	54	NaCl	0.0602450120643432
Block_1-20160628_132031_proc	CA250L1	Block_1	20160628	132031	23	53	NaCl	0.0706808848253275
Block_1-20160628_134855_proc	CA250L1	Block_1	20160628	134855	23	52	NGM	0.0467322959558824
Block_10-20160720_091303_proc	CA350L19	Block_10	20160720	91303	24.8	52	NGM	0.0829235590219224
Block_10-20160720_094401_proc	CA350L19	Block_10	20160720	94401	24.9	51	NaCl	0.0512723442513369
Block_10-20160720_101140_proc	CA250L19	Block_10	20160720	101140	25	52	NaCl	0.0594798731527094
Block_10-20160720_104032_proc	CA250L19	Block_10	20160720	104032	25	51	NGM	0.0890917435622318
Block_10-20160720_110833_proc	CA150L15	Block_10	20160720	110833	21	51	NGM	0.0852966548323471
Block_10-20160720_113700_proc	CA150L15	Block_10	20160720	113700	21	51	NaCl	0.059826203180212
Block_10-20160720_120437_proc	CA150L20	Block_10	20160720	120437	25.2	51	NaCl	0.087442467114094
Block_10-20160720_123512_proc	CA150L20	Block_10	20160720	123512	25	50	NGM	0.0509157759938838
Block_10-20160720_130336_proc	CA250L20	Block_10	20160720	130336	25.1	51	NaCl	0.0934495507099391
Block_10-20160720_142430_proc	CA250L20	Block_10	20160720	142430	25.2	51	NGM	0.058990935285611
Block_10-20160720_145418_proc	CA150L19	Block_10	20160720	145418	25.2	51	NGM	0.0557417160041841
Block_10-20160720_152135_proc	CA150L19	Block_10	20160720	152135	25.3	50	NaCl	0.0932291872937294
Block_10-20160720_155015_proc	CA350L20	Block_10	20160720	155015	25.3	51	NGM	0.072105397875817
Block_10-20160720_162116_proc	CA350L20	Block_10	20160720	162116	25.3	52	NaCl	0.0423793875432526
Block_11-20160721_090941_proc	CA250L21	Block_11	20160721	90941	24.3	53	NGM	0.0707749567901235
Block_11-20160721_093715_proc	CA250L21	Block_11	20160721	93715	24.4	52	NaCl	0.0563874118158123
Block_11-20160721_101057_proc	CA150L22	Block_11	20160721	101057	24.4	52	NaCl	0.0391098918918919
Block_11-20160721_104137_proc	CA150L22	Block_11	20160721	104137	24.5	51	NGM	0.0425361967741935
Block_11-20160721_111005_proc	CA150L21	Block_11	20160721	111005	24.5	51	NGM	0.0745400793413174
Block_11-20160721_113732_proc	CA150L21	Block_11	20160721	113732	24.6	51	NaCl	0.0484112095238095
Block_11-20160721_120712_proc	CA350L21	Block_11	20160721	120712	24.6	51	NaCl	0.0752448466796875
Block_11-20160721_123536_proc	CA350L21	Block_11	20160721	123536	24.7	51	NGM	0.0845721398078975
Block_11-20160721_130334_proc	CA350L22	Block_11	20160721	130334	24.8	50	NGM	0.0459845222575517
Block_11-20160721_140431_proc	CA350L22	Block_11	20160721	140431	24.8	50	NaCl	0.0810335757188498
Block_11-20160721_143423_proc	CA250L22	Block_11	20160721	143423	24.8	50	NaCl	0.0414889721385542
Block_11-20160721_150935_proc	CA250L22	Block_11	20160721	150935	24.8	50	NGM	0.0463021205533597
Block_12-20160722_092330_proc	CA250L24	Block_12	20160722	92330	24.2	51	NGM	0.0635454725274725
Block_12-20160722_095133_proc	CA250L24	Block_12	20160722	95133	24.4	51	NaCl	0.0468880211267606
Block_12-20160722_102002_proc	CA150L24	Block_12	20160722	102002	24.7	51	NaCl	0.0498027714285714
Block_12-20160722_104749_proc	CA150L24	Block_12	20160722	104749	24.8	50	NGM	0.0742311931260229
Block_12-20160722_111514_proc	CA350L23	Block_12	20160722	111514	25	50	NGM	0.0783302090909091
Block_12-20160722_114313_proc	CA350L23	Block_12	20160722	114313	25	50	NaCl	0.04849433640553
Block_12-20160722_121055_proc	CA350L24	Block_12	20160722	121055	25	48	NGM	0.0769867661870504
Block_12-20160722_124020_proc	CA350L24	Block_12	20160722	124020	25	48	NaCl	0.0517544511494253
Block_12-20160722_130748_proc	CA150L23	Block_12	20160722	130748	25	50	NaCl	0.0510473323353293
Block_12-20160722_133802_proc	CA150L23	Block_12	20160722	133802	25	50	NGM	0.0671866834821429
Block_12-20160722_142223_proc	CA250L23	Block_12	20160722	142223	25	50	NaCl	0.0495005271886895
Block_12-20160722_145357_proc	CA250L23	Block_12	20160722	145357	25	50	NGM	0.0811436439454691
Block_13-20160801_085010_proc	CA350L26	Block_13	20160801	85010	23.3	51	NGM	0.07182825
Block_13-20160801_092004_proc	CA350L26	Block_13	20160801	92004	23.3	50	NaCl	0.0385011977272727
Block_13-20160801_094827_proc	CA250L26	Block_13	20160801	94827	23.2	50	NGM	0.0733452771509168
Block_13-20160801_105608_proc	CA250L26	Block_13	20160801	105608	23.3	48	NaCl	0.0469666576923077
Block_13-20160801_112512_proc	CA150L26	Block_13	20160801	112512	23.5	45	NGM	0.0680984316770186
Block_13-20160801_115233_proc	CA150L26	Block_13	20160801	115233	23.4	46	NaCl	0.0390246888888889
Block_13-20160801_121939_proc	CA350L25	Block_13	20160801	121939	23.5	45	NaCl	0.0400755559210526
Block_13-20160801_124856_proc	CA350L25	Block_13	20160801	124856	23.5	45	NGM	0.0715707967741935
Block_13-20160801_131738_proc	CA250L25	Block_13	20160801	131738	23.6	45	NaCl	0.0406878828828829
Block_13-20160801_134442_proc	CA250L25	Block_13	20160801	134442	23.8	44	NGM	0.0828993181818182
Block_13-20160801_141258_proc	CA150L25	Block_13	20160801	141258	24	44	NaCl	0.0449790402298851
Block_13-20160801_144148_proc	CA150L25	Block_13	20160801	144148	24.1	43	NGM	0.0825936300813008
Block_14-20160802_090925_proc	CA350L27	Block_14	20160802	90925	23.1	56	NGM	0.0779172450805009
Block_14-20160802_093710_proc	CA350L27	Block_14	20160802	93710	23.2	56	NaCl	0.0458224503161698
Block_14-20160802_100554_proc	CA250L28	Block_14	20160802	100554	23.3	57	NGM	0.0815291046373365
Block_14-20160802_103346_proc	CA250L28	Block_14	20160802	103346	23.4	57	NaCl	0.0478341823855756
Block_14-20160802_110248_proc	CA350L28	Block_14	20160802	110248	23.4	57	NGM	0.0899045788135593
Block_14-20160802_113307_proc	CA350L28	Block_14	20160802	113307	23.4	58	NaCl	0.0484336595744681
Block_14-20160802_120349_proc	CA150L28	B14	20160802	120349	23.4	58	NaCl	0.0477968888888889
Block_14-20160802_123113_proc	CA150L28	Block_14	20160802	123113	23.4	59	NGM	0.0738233568406206
Block_14-20160802_125858_proc	CA250L27	B14	20160802	125858	23.5	59	NaCl	0.04683940625
Block_14-20160802_132636_proc	CA250L27	Block_14	20160802	132636	23.5	58	NGM	0.0777153067729084
Block_14-20160802_135809_proc	CA150L27	Block_14	20160802	135809	23.6	58	NaCl	0.0462387109004739
Block_14-20160802_142717_proc	CA150L27	Block_14	20160802	142717	23.7	58	NGM	0.0758202026604069
Block_15-20160803_085630_proc	CA250L29	Block_15	20160803	85630	22.8	58	NGM	0.0564342565359477
Block_15-20160803_095316_proc	CA150L30	Block_15	20160803	95316	23.2	57	NGM	0.0798996184573003
Block_15-20160803_102819_proc	CA150L30	Block_15	20160803	102819	23.4	57	NaCl	0.048027325695581
Block_15-20160803_105755_proc	CA350L29	Block_15	20160803	105755	23.5	57	NGM	0.0874405188834154
Block_15-20160803_112831_proc	CA350L29	Block_15	20160803	112831	23.5	57	NaCl	0.0539647516835017
Block_15-20160803_115655_proc	CA350L30	Block_15	20160803	115655	23.6	56	NaCl	0.0470893322440087
Block_15-20160803_122624_proc	CA350L30	Block_15	20160803	122624	23.7	56	NGM	0.0836218526734926
Block_15-20160803_125835_proc	CA250L30	Block_15	20160803	125835	23.8	56	NaCl	0.045433765
Block_15-20160803_132602_proc	CA250L30	Block_15	20160803	132602	23.8	55	NGM	0.0763354872204473
Block_15-20160803_135743_proc	CA150L29	Block_15	20160803	135743	23.9	55	NaCl	0.0463102903846154
Block_15-20160803_142502_proc	CA150L29	Block_15	20160803	142502	23.8	54	NGM	0.0777685097560976
Block_16-20160804_091017_proc	CA250L31	Block_16	20160804	91017	23.5	53	NGM	0.0745382440106477
Block_16-20160804_093745_proc	CA250L31	Block_16	20160804	93745	23.6	53	NaCl	0.0444189170822943
Block_16-20160804_100622_proc	CA250L32	Block_16	20160804	100622	23.7	53	NGM	0.0808224633891213
Block_16-20160804_103456_proc	CA250L32	Block_16	20160804	103456	23.7	52	NaCl	0.0466785758426966
Block_16-20160804_110537_proc	CA150L32	Block_16	20160804	110537	23.8	52	NGM	0.0764642018469657
Block_16-20160804_113337_proc	CA150L32	Block_16	20160804	113337	23.9	52	NaCl	0.0471374555555556
Block_16-20160804_120757_proc	CA350L31	Block_16	20160804	120757	23.9	52	NaCl	0.0470804333333333
Block_16-20160804_123529_proc	CA350L31	Block_16	20160804	123529	24	52	NGM	0.0788094849921011
Block_16-20160804_130354_proc	CA150L31	Block_16	20160804	130354	24	52	NaCl	0.0462277807017544
Block_16-20160804_134348_proc	CA150L31	Block_16	20160804	134348	24.2	52	NGM	0.083292126069595
Block_17-20160805_085406_proc	CA250L34	Block_17	20160805	85406	23.1	52	NGM	0.0718426802949062
Block_17-20160805_092254_proc	CA250L34	Block_17	20160805	92254	23.2	54	NaCl	0.0458962721518987
Block_17-20160805_095137_proc	CA350L33	Block_17	20160805	95137	23.2	54	NGM	0.0752275211267606
Block_17-20160805_101900_proc	CA350L33	Block_17	20160805	101900	23.1	53	NaCl	0.0448759092920354
Block_17-20160805_104634_proc	CA150L33	Block_17	20160805	104634	23	53	NGM	0.073769912596401
Block_17-20160805_111356_proc	CA150L33	Block_17	20160805	111356	23	52	NaCl	0.0494355355871886
Block_17-20160805_114148_proc	CA150L34	Block_17	20160805	114148	23.1	52	NaCl	0.0527798922155689
Block_17-20160805_120957_proc	CA150L34	Block_17	20160805	120957	23.2	51	NGM	0.0886432058521561
Block_17-20160805_123802_proc	CA250L33	Block_17	20160805	123802	23.1	50	NaCl	0.0471900802348337
Block_17-20160805_130608_proc	CA250L33	Block_17	20160805	130608	23	49	NGM	0.0836953563151796
Block_17-20160805_133853_proc	CA350L34	Block_17	20160805	133853	22.1	52	NaCl	0.0494031437814522
Block_17-20160805_141056_proc	CA350L34	Block_17	20160805	141056	22.1	52	NGM	0.0862108055786844
Block_18-20160808_084311_proc	CA150L35	Block_18	20160808	84311	22.6	50	NGM	0.072322714673913
Block_18-20160808_091306_proc	CA150L35	Block_18	20160808	91306	22.6	50	NaCl	0.0456896448275862
Block_18-20160808_094116_proc	CA350L36	Block_18	20160808	94116	22.7	50	NGM	0.080313598400984
Block_18-20160808_100942_proc	CA350L36	Block_18	20160808	100942	22.7	50	NaCl	0.044505493989071
Block_18-20160808_103704_proc	CA250L35	Block_18	20160808	103704	22.8	49	NGM	0.0834149556390977
Block_18-20160808_110507_proc	CA250L35	Block_18	20160808	110507	22.8	49	NaCl	0.0503586259204713
Block_18-20160808_113259_proc	CA350L35	Block_18	20160808	113259	22.8	49	NaCl	0.0479110759717314
Block_18-20160808_120017_proc	CA350L35	Block_18	20160808	120017	22.9	49	NGM	0.0805448503184713
Block_18-20160808_125652_proc	CA350L32	Block_18	20160808	125652	23	49	NGM	0.0660670432432432
Block_18-20160808_132627_proc	CA150L36	Block_18	20160808	132627	23	49	NaCl	0.049115119205298
Block_18-20160808_135455_proc	CA150L36	Block_18	20160808	135455	23	49	NGM	0.0834964186915888
Block_19-20160809_100214_proc	CA150L37	Block_19	20160809	100214	22.9	50	NGM	0.0589939430992736
Block_19-20160809_102920_proc	CA150L37	Block_19	20160809	102920	23.1	47	NaCl	0.0391763765432099
Block_19-20160809_105552_proc	CA250L37	Block_19	20160809	105552	22.9	47	NGM	0.0514471378378378
Block_19-20160809_112154_proc	CA250L37	B19	20160809	112154	22.9	46	NaCl	0.0360197857142857
Block_19-20160809_114858_proc	CA250L36	Block_19	20160809	114858	22.9	46	NGM	0.0552989119318182
Block_19-20160809_121545_proc	CA250L36	B19	20160809	121545	23	45	NaCl	0.0500562916666667
Block_19-20160809_124208_proc	CA350L37	Block_19	20160809	124208	23	45	NGM	0.0590264964285714
Block_19-20160809_130812_proc	CA350L37	Block_19	20160809	130812	23	44	NaCl	0.0422149491525424
Block_19-20160809_133524_proc	CA150L38	Block_19	20160809	133524	23	42	NaCl	0.050581149122807
Block_19-20160809_140348_proc	CA150L38	Block_19	20160809	140348	23	42	NGM	0.0745716252900232
Block_19-20160809_143102_proc	CA350L38	Block_19	20160809	143102	23	45	NaCl	0.0435773932926829
Block_19-20160809_145808_proc	CA350L38	Block_19	20160809	145808	23	45	NGM	0.0740559098083427
Block_19-20160809_152434_proc	CA250L38	Block_19	20160809	152434	23.2	39	NaCl	0.0492147195121951
Block_19-20160809_155051_proc	CA250L38	Block_19	20160809	155051	23.3	40	NGM	0.084395549122807
Block_2-20160629_075114_proc	CA350L3	Block_2	20160629	75114	22.1	54	NGM	0.0432859984423676
Block_2-20160629_081940_proc	CA350L3	Block_2	20160629	81940	22.2	53	NaCl	0.0815366563706564
Block_2-20160629_085032_proc	CA250L4	Block_2	20160629	85032	22.2	53	NGM	0.0496082413043478
Block_2-20160629_092039_proc	CA250L4	Block_2	20160629	92039	22.1	52	NaCl	0.0559659615384615
Block_2-20160629_095133_proc	CA350L4	Block_2	20160629	95133	22.2	51	NaCl	0.0937210519053877
Block_2-20160629_102004_proc	CA350L4	Block_2	20160629	102004	22.2	51	NGM	0.0523712009943182
Block_2-20160629_104904_proc	CA150L4	Block_2	20160629	104904	22.4	49	NaCl	0.0881864738175676
Block_2-20160629_111704_proc	CA150L4	Block_2	20160629	111704	22.5	49	NGM	0.0463681808731809
Block_2-20160629_114443_proc	CA150L3	Block_2	20160629	114443	22.6	48	NaCl	0.0799734054325956
Block_2-20160629_121251_proc	CA150L3	Block_2	20160629	121251	22.6	48	NGM	0.049887246124031
Block_2-20160629_124606_proc	CA250L3	Block_2	20160629	124606	22.8	48	NGM	0.0863435954773869
Block_2-20160629_133326_proc	CA250L3	Block_2	20160629	133326	22.9	47	NaCl	0.0572721064859632
Block_20-20160810_075748_proc	CA150L39	Block_20	20160810	75748	23	49	NGM	0.0748360639931741
Block_20-20160810_082432_proc	CA150L39	Block_20	20160810	82432	23	48	NaCl	0.0492574846666667
Block_20-20160810_085107_proc	CA250L40	Block_20	20160810	85107	23.2	48	NGM	0.0892269156934307
Block_20-20160810_092102_proc	CA250L40	Block_20	20160810	92102	23.2	47	NaCl	0.0526862311248074
Block_20-20160810_094654_proc	CA250L39	Block_20	20160810	94654	23.3	47	NGM	0.0544481344481605
Block_20-20160810_101342_proc	CA250L39	Block_20	20160810	101342	23.4	47	NaCl	0.0812160425709516
Block_20-20160810_104136_proc	CA350L39	Block_20	20160810	104136	23.4	47	NaCl	0.0495615887681159
Block_20-20160810_111049_proc	CA350L39	Block_20	20160810	111049	23.5	47	NGM	0.0811654265905383
Block_20-20160810_113841_proc	CA150L40	Block_20	20160810	113841	23.5	46	NaCl	0.0627793384074941
Block_20-20160810_120752_proc	CA150L40	Block_20	20160810	120752	23.6	46	NGM	0.0892616312111801
Block_21-20160811_092352_proc	CA150L42	Block_21	20160811	92352	22.1	46	NGM	0.0731045427631579
Block_21-20160811_095140_proc	CA150L42	Block_21	20160811	95140	22.2	46	NaCl	0.0467161660125589
Block_21-20160811_101748_proc	CA250L44	Block_21	20160811	101748	22	46	NGM	0.0729807130841122
Block_21-20160811_104333_proc	CA250L44	Block_21	20160811	104333	22	45	NaCl	0.0449415460122699
Block_21-20160811_111002_proc	CA350L43	Block_21	20160811	111002	22.3	44	NGM	0.0431309288617886
Block_21-20160811_113833_proc	CA350L43	Block_21	20160811	113833	22.4	43	NaCl	0.0649774512278308
Block_21-20160811_120434_proc	CA350L42	Block_21	20160811	120434	22	42	NGM	0.0398895535714286
Block_21-20160811_123044_proc	CA350L42	Block_21	20160811	123044	21.8	40	NaCl	0.0663615281690141
Block_21-20160811_133830_proc	CA350L41	Block_21	20160811	133830	22	42	NaCl	0.0505340112474438
Block_21-20160811_140619_proc	CA350L41	Block_21	20160811	140619	22.1	44	NGM	0.0407348796992481
Block_21-20160811_143532_proc	CA250L41	Block_21	20160811	143532	22.1	46	NaCl	0.0653781132686084
Block_21-20160811_150209_proc	CA250L41	Block_21	20160811	150209	22.3	49	NGM	0.0542262253012048
Block_21-20160811_152832_proc	CA250L43	Block_21	20160811	152832	22.3	50	NaCl	0.0783170583075335
Block_21-20160811_155409_proc	CA250L43	Block_21	20160811	155409	22.4	50	NGM	0.0469959633027523
Block_21-20160811_162135_proc	CA150L44	Block_21	20160811	162135	22.5	51	NaCl	0.0703277991898148
Block_21-20160811_164917_proc	CA150L44	Block_21	20160811	164917	22.4	49	NGM	0.0451933282828283
Block_22-20160819_093843_proc	CA250L48	Block_22	20160819	93843	24.3	55	NGM	0.0684026288416076
Block_22-20160819_100428_proc	CA250L48	Block_22	20160819	100428	24.5	55	NaCl	0.0450448780645161
Block_22-20160819_103149_proc	CA250L51	Block_22	20160819	103149	24.5	55	NGM	0.0599725393811533
Block_22-20160819_110204_proc	CA250L51	Block_22	20160819	110204	24.7	55	NaCl	0.0402342137096774
Block_22-20160819_112954_proc	CA250L50	Block_22	20160819	112954	24.8	55	NGM	0.0594994388961892
Block_22-20160819_115530_proc	CA250L50	Block_22	20160819	115530	24.7	55	NaCl	0.0402440839160839
Block_22-20160819_122126_proc	CA150L48	Block_22	20160819	122126	25	53	NGM	0.0654683659476117
Block_22-20160819_125025_proc	CA150L48	Block_22	20160819	125025	25	53	NaCl	0.0402899351851852
Block_22-20160819_131807_proc	CA150L3	Block_22	20160819	131807	25.1	52	NaCl	0.0524583979289941
Block_22-20160819_134509_proc	CA150L3	Block_22	20160819	134509	25.2	52	NGM	0.0808493200514139
Block_22-20160819_141616_proc	CA250L3	Block_22	20160819	141616	25.2	50	NaCl	0.0397771731843575
Block_22-20160819_144832_proc	CA250L3	Block_22	20160819	144832	25.2	51	NGM	0.0658755720653789
Block_23-20160815_093205_proc	CA150L47	Block_23	20160815	93205	24.2	50	NGM	0.0722143617788462
Block_23-20160815_100047_proc	CA150L47	Block_23	20160815	100047	24.1	50	NaCl	0.0424654518072289
Block_23-20160815_112621_proc	CA150L45	Block_23	20160815	112621	24.4	50	NGM	0.0805681675324675
Block_23-20160815_115246_proc	CA150L45	Block_23	20160815	115246	24.6	49	NaCl	0.0468758922305764
Block_23-20160815_122056_proc	CA250L45	Block_23	20160815	122056	24.8	49	NGM	0.0738654760479042
Block_23-20160815_124906_proc	CA250L45	Block_23	20160815	124906	24.9	49	NaCl	0.0461390705394191
Block_23-20160815_131846_proc	CA150L46	Block_23	20160815	131846	24.5	50	NGM	0.0861502784810127
Block_23-20160815_134623_proc	CA150L46	Block_23	20160815	134623	21	50	NaCl	0.0445999173913043
Block_23-20160815_141448_proc	CA250L47	Block_23	20160815	141448	25.4	49	NaCl	0.0468671156069364
Block_23-20160815_144026_proc	CA250L47	Block_23	20160815	144026	25.5	47	NGM	0.0884640134146341
Block_23-20160815_150630_proc	CA350L46	Block_23	20160815	150630	25.8	47	NaCl	0.0505783049450549
Block_23-20160815_153400_proc	CA350L46	Block_23	20160815	153400	25.9	46	NGM	0.0855040035502959
Block_23-20160815_155942_proc	CA250L46	Block_23	20160815	155942	26	46	NaCl	0.0473713943661972
Block_23-20160815_162739_proc	CA250L46	Block_23	20160815	162739	26.1	45	NGM	0.0774766428571429
Block_24-20160816_101931_proc	CA350L52	Block_24	20160816	101931	24.4	48	NGM	0.0755354118236473
Block_24-20160816_104553_proc	CA350L52	Block_24	20160816	104553	24.6	48	NaCl	0.0454367419354839
Block_24-20160816_111247_proc	CA150L43	Block_24	20160816	111247	24.8	48	NGM	0.0653487032755299
Block_24-20160816_114058_proc	CA150L43	Block_24	20160816	114058	25	48	NaCl	0.0432802578616352
Block_24-20160816_120932_proc	CA350L44	Block_24	20160816	120932	25.2	48	NGM	0.0753177176165803
Block_24-20160816_123557_proc	CA350L44	Block_24	20160816	123557	25.2	48	NaCl	0.0434209256756757
Block_24-20160816_130448_proc	CA250L42	Block_24	20160816	130448	25.6	48	NGM	0.0672239708222812
Block_24-20160816_133210_proc	CA250L42	Block_24	20160816	133210	25.7	48	NaCl	0.0454729674556213
Block_24-20160816_140015_proc	CA350L47	Block_24	20160816	140015	25.9	49	NaCl	0.0456456456953642
Block_24-20160816_142651_proc	CA350L47	Block_24	20160816	142651	25.8	48	NGM	0.0775346874422899
Block_24-20160816_145319_proc	CA150L51	Block_24	20160816	145319	25.9	48	NaCl	0.0425124884259259
Block_24-20160816_152243_proc	CA150L51	Block_24	20160816	152243	26.1	49	NGM	0.0711530893141946
Block_24-20160816_154907_proc	CA150L41	Block_24	20160816	154907	26.1	48	NGM	0.0664707541284404
Block_24-20160816_161505_proc	CA150L41	Block_24	20160816	161505	26.1	48	NaCl	0.0473839674329502
Block_24-20160816_164323_proc	CA150L50	Block_24	20160816	164323	26.2	47	NaCl	0.0425152586206897
Block_24-20160816_170911_proc	CA150L50	Block_24	20160816	170911	26.3	47	NGM	0.0673585544077135
Block_25-20160817_090736_proc	CA350L40	Block_25	20160817	90736	24.3	51	NGM	0.054511970464135
Block_25-20160817_093521_proc	CA350L40	Block_25	20160817	93521	24.5	51	NaCl	0.0448953312883436
Block_25-20160817_100149_proc	CA350L51	Block_25	20160817	100149	24.6	51	NGM	0.0689470058685446
Block_25-20160817_102759_proc	CA350L51	Block_25	20160817	102759	24.6	51	NaCl	0.0470067074235808
Block_25-20160817_105412_proc	CA150L1	Block_25	20160817	105412	24.6	51	NGM	0.0829468757575758
Block_25-20160817_112231_proc	CA150L1	Block_25	20160817	112231	24.7	52	NaCl	0.046945156504065
Block_25-20160817_114844_proc	CA150L52	Block_25	20160817	114844	24.8	51	NGM	0.0776690419103314
Block_25-20160817_121604_proc	CA150L52	Block_25	20160817	121604	24.8	52	NaCl	0.0441573595505618
Block_25-20160817_124318_proc	CA150L49	Block_25	20160817	124318	24.9	50	NaCl	0.0453464004192872
Block_25-20160817_130937_proc	CA150L49	Block_25	20160817	130937	24.9	50	NGM	0.0733768262569832
Block_25-20160817_133550_proc	CA350L48	B25	20160817	133550	25.1	50	NaCl	0.0429618846153846
Block_25-20160817_140121_proc	CA350L48	Block_25	20160817	140121	25.2	47	NGM	0.0713767431271478
Block_25-20160817_142713_proc	CA250L49	Block_25	20160817	142713	25.4	44	NGM	0.0635642917981073
Block_25-20160817_153522_proc	CA250L49	B25	20160817	153522	25.6	37	NaCl	0.0443775384615385
Block_26-20160818_095910_proc	CA350L3	Block_26	20160818	95910	25	51	NGM	0.0673108423728814
Block_26-20160818_102658_proc	CA350L3	Block_26	20160818	102658	25	51	NaCl	0.0449586306584362
Block_26-20160818_105638_proc	CA350L1	Block_26	20160818	105638	25	51	NGM	0.07811999921875
Block_26-20160818_112216_proc	CA350L1	Block_26	20160818	112216	24.9	51	NaCl	0.0484980394021739
Block_26-20160818_114845_proc	CA250L52	Block_26	20160818	114845	25	53	NGM	0.0702955409214092
Block_26-20160818_122139_proc	CA250L52	Block_26	20160818	122139	24.9	52	NaCl	0.0427830949926362
Block_26-20160818_125226_proc	CA250L2	Block_26	20160818	125226	24.9	53	NaCl	0.0509343350515464
Block_26-20160818_132052_proc	CA250L2	Block_26	20160818	132052	24.9	55	NGM	0.0825638295774648
Block_26-20160818_134655_proc	CA350L2	Block_26	20160818	134655	24.9	53	NaCl	0.0481883096885813
Block_26-20160818_141824_proc	CA350L2	Block_26	20160818	141824	25.1	54	NGM	0.0822739222797927
Block_27-20160822_082222_proc	CA250L4	Block_27	20160822	82222	22.8	54	NGM	0.0735517996005326
Block_27-20160822_085022_proc	CA250L4	Block_27	20160822	85022	22.8	54	NaCl	0.0453811889460154
Block_27-20160822_091624_proc	CA150L5	Block_27	20160822	91624	22.8	54	NGM	0.0790820691823899
Block_27-20160822_094207_proc	CA150L5	Block_27	20160822	94207	23	53	NaCl	0.0441481711538462
Block_27-20160822_101308_proc	CA350L4	Block_27	20160822	101308	23.1	51	NGM	0.074522875
Block_27-20160822_103848_proc	CA350L4	Block_27	20160822	103848	23.2	51	NaCl	0.0453400335448776
Block_27-20160822_110500_proc	CA350L5	Block_27	20160822	110500	23.2	52	NGM	0.0732427764705882
Block_27-20160822_113039_proc	CA350L5	Block_27	20160822	113039	23.3	51	NaCl	0.0389296105032823
Block_27-20160822_120141_proc	CA250L5	Block_27	20160822	120141	23.4	50	NGM	0.0766939387159533
Block_27-20160822_122730_proc	CA250L5	Block_27	20160822	122730	23.5	50	NaCl	0.0414735936739659
Block_27-20160822_125430_proc	CA250L6	Block_27	20160822	125430	23.5	50	NGM	0.0907913604477612
Block_27-20160822_132059_proc	CA250L6	Block_27	20160822	132059	23.6	49	NaCl	0.0412856195652174
Block_27-20160822_134814_proc	CA350L6	Block_27	20160822	134814	23.8	49	NaCl	0.0491949080944351
Block_27-20160822_142008_proc	CA350L6	Block_27	20160822	142008	24	49	NGM	0.0763320369415807
Block_27-20160822_144704_proc	CA150L4	Block_27	20160822	144704	24.2	48	NaCl	0.0423318257575758
Block_27-20160822_151554_proc	CA150L4	Block_27	20160822	151554	24.4	48	NGM	0.0735560192307692
Block_28-20160823_102939_proc	CA150L6	Block_28	20160823	102939	24.1	52	NGM	0.0781706734693878
Block_28-20160823_105525_proc	CA150L6	Block_28	20160823	105525	24.1	52	NaCl	0.047942113372093
Block_28-20160823_112357_proc	CA150L7	Block_28	20160823	112357	24.1	52	NGM	0.076297688712522
