exper_data_id	data_id	pop_label	data_group_name	date_str	time_str	exper_duration_s	trackL	n_tracks	mean_nb_tracks	logD	temperature	rel_humidity	location_label	env_label	T12	T13	T21	T23	T31	T32
B101-20180122_141543_proc	A6140L287_NGM_B101	A6140L287	B101	20180122	141543	1295.821	262.864615384615	2065	418.896923856945	2.62210717115888	24.3	49	Paris2	NGM	-0.945796812647772	-2.18020688792018	-1.0830826721188	-4.20596825221758	-0.242025371521871	-2.40498257000867
B101-20180122_151604_proc	A6140L294_NGM_B101	A6140L294	B101	20180122	151604	1218.204	363.252873563218	4107	1224.65494426561	3.08801374020185	24.5	48	Paris2	NGM	-1.84112964692644	-2.42950754630468	-1.30910125288681	-4.00812002432907	-0.830317923906896	-1.71223358293178
B101-20180122_153734_proc	A6140L233_NGM_B101	A6140L233	B101	20180122	153734	1297.499	313.012787723785	4315	1040.96433140074	3.01743584868323	24.6	47	Paris2	NGM	-1.51550134435433	-2.37477605539099	-1.39096845707779	-4.55561628517379	-0.494447228673293	-2.24831354515786
B101-20180122_160323_proc	A6140L244_NGM_B101	A6140L244	B101	20180122	160323	1198.372	491.45401459854	2884	1182.73238869248	3.07288648996887	24.6	46	Paris2	NGM	-1.76213504600015	-2.38817419040475	-0.818906348267795	-4.35332664795348	-0.460249876255794	-2.21429931923669
B101-20180122_162506_proc	A6140L264_NGM_B101	A6140L264	B101	20180122	162506	1197.199	577.28010139417	1354	652.888331252954	2.81483890674547	24.7	46	Paris2	NGM	-1.16536700787241	-2.13141614156408	-0.857668646703868	-5.34352617031477	-0.224267969375807	-3.230550541217
B101-20180122_164546_proc	A6140L326_NGM_B101	A6140L326	B101	20180122	164546	1204.917	317.938918918919	4194	1106.66197418241	3.04401498748648	24.8	45	Paris2	NGM	-1.57466904944711	-2.454340847428	-1.47163989686609	-4.29143959145173	-0.571652840616296	-1.83408065980059
B101-20180122_170707_proc	A6140L351_NGM_B101	A6140L351	B101	20180122	170707	1197.448	297.076029567054	4474	1109.95897632548	3.04530692771935	24.8	45	Paris2	NGM	-1.67391022149763	-2.57803963651108	-1.47922203210652	-4.25539467276224	-0.616994113127281	-1.91012116604006
B101-20180122_172809_proc	A6140L218_NGM_B101	A6140L218	B101	20180122	172809	1198.808	211.773966942149	6284	1110.09236530325	3.04535911578904	24.8	44	Paris2	NGM	-1.24040921147574	-2.32041402384635	-1.57974503659269	-4.45927883588849	-0.816339574179612	-1.62788554420666
B102-20180126_094104_proc	A6140L264_NGM_B102	A6140L264	B102	20180126	94104	1208.418	636.19283065513	1426	750.742687144858	2.87549111050392	24	36	Paris2	NGM	-1.83332816449864	-2.46517653180937	-0.746507011299745	-3.80553610746157	-0.269984587818985	-2.68862785179828
B102-20180126_100207_proc	A6140L244_NGM_B102	A6140L244	B102	20180126	100207	1216.953	438.82827406765	2403	866.51197095086	2.93777456691374	23.8	36	Paris2	NGM	-1.61846180153296	-2.40343872862106	-0.794225608956768	-4.48292377264076	-0.277136145654682	-2.38258541097944
B102-20180126_102416_proc	CA3100L32_NGM_B102	CA3100L32	B102	20180126	102416	1226.857	254.933571996818	5254	1091.74988386689	3.03812315439601	23.7	35	Paris2	NGM	-1.18868723883352	-2.45857952948809	-1.19958034253728	-4.71714360240488	-0.579858848575571	-1.91327362884797
B102-20180126_104537_proc	CA3100L35_NGM_B102	CA3100L35	B102	20180126	104537	1198.094	490.935789473684	2357	965.813747326565	2.98489338282616	23.6	34	Paris2	NGM	-1.87688685961067	-2.76383729449715	-0.865512541523799	-4.34136304763767	-0.282509587807169	-2.46787265466268
B102-20180126_110639_proc	A6140L218_NGM_B102	A6140L218	B102	20180126	110639	1197.445	445.15460852329	2079	772.875940957556	2.88810978825016	23.5	35	Paris2	NGM	-1.57494997750292	-2.63293458135927	-0.851908907528376	-4.52748778501907	-0.358390231164534	-2.66466101895957
B102-20180126_112743_proc	CA3100L36_NGM_B102	CA3100L36	B102	20180126	112743	1209.233	509.787971457696	2588	1091.04801980472	3.03784386541627	23.6	35	Paris2	NGM	-1.8749430866751	-2.71980488482925	-0.920893077374572	-4.82646944375236	-0.372932761982078	-2.85434018911168
B102-20180126_114844_proc	CA3100L39_NGM_B102	CA3100L39	B102	20180126	114844	1295.934	229.384151992586	5976	1057.76967986618	3.0243911141525	23.8	36	Paris2	NGM	-1.51426644878819	-2.49144421151464	-1.37031031672344	-3.63683565976419	-0.650133945446018	-1.47276602593481
B102-20180126_121506_proc	A6140L236_NGM_B102	A6140L236	B102	20180126	121506	1198.405	155.317294598275	5564	721.113001985808	2.85800332615278	24	36	Paris2	NGM	-0.639171811603482	-1.81798654533858	-1.57901213607727	-2.88300843759381	-0.39947773490424	-0.743108557861271
B102-20180126_123548_proc	CA3100L29_NGM_B102	CA3100L29	B102	20180126	123548	1198.434	277.482220835933	4612	1067.85021327442	3.02851033873136	24.2	37	Paris2	NGM	-1.63383152024193	-2.22228190360346	-1.39890808074183	-3.88845663484435	-0.737141894562215	-1.82691265225274
B102-20180126_125620_proc	CA3100L40_NGM_B102	CA3100L40	B102	20180126	125620	1198.474	589.857503152585	1486	731.370267260484	2.86413730078303	24.3	36	Paris2	NGM	-1.94472896567695	-2.62004398352851	-0.801531171037896	-4.20888593338095	-0.213951947806818	-2.20337745174875
B102-20180126_131706_proc	A6140L273_NGM_B102	A6140L273	B102	20180126	131706	1201.013	346.677558039553	2192	632.730209600312	2.80121857027313	24.5	36	Paris2	NGM	-1.37755224767029	-2.36329545741027	-1.19972719402	-4.23018321128035	-0.419857019522262	-2.19569783886606
B102-20180126_133804_proc	CA3100L28_NGM_B102	CA3100L28	B102	20180126	133804	1289.291	264.269363591515	6922	1418.82052599488	3.15192746275862	24.6	36	Paris2	NGM	-1.81324127623868	-2.4730518868377	-1.68405401494224	-3.70236358066784	-1.08405452241803	-1.47395518447801
B102-20180126_140022_proc	CA3100L33_NGM_B102	CA3100L33	B102	20180126	140022	1197.213	679.283378746594	1557	883.421931359288	2.9461681766182	24.7	36	Paris2	NGM	-1.84721139478095	-2.58625362567393	-0.598419292776289	-4.85681468586881	-0.244638061113513	-2.97569660903123
B102-20180126_142136_proc	A6140L239_NGM_B102	A6140L239	B102	20180126	142136	1219.995	942.233830845771	860	664.200340597595	2.8222990939658	24.7	35	Paris2	NGM	-1.97060493948679	-2.56572772229252	-0.543153241165223	-4.55282600166462	-0.274986827377698	-3.1693035540957
B102-20180126_144246_proc	CA3100L37_NGM_B102	CA3100L37	B102	20180126	144246	1197.88	448.141025641026	2682	1003.36780876985	3.00146016336715	24.7	35	Paris2	NGM	-1.85781465027749	-2.82000220209302	-0.814318532728513	-4.41003825013057	-0.238651509216044	-2.53224501094954
B102-20180126_150335_proc	CA3100L84_NGM_B102	CA3100L84	B102	20180126	150335	1198.783	230.614539306847	5975	1149.43394455745	3.06048401837303	24.7	33	Paris2	NGM	-1.45326393190899	-2.42303552463278	-1.59850256381084	-3.94911100804025	-0.669859410609025	-1.33323272057504
B102-20180126_152502_proc	CA3100L30_NGM_B102	CA3100L30	B102	20180126	152502	1204.035	381.148249828415	2996	948.411098087622	2.97699662734961	24.8	35	Paris2	NGM	-1.49992981256643	-2.55369854441609	-1.17298857222945	-4.19147011667141	-0.656485358313883	-1.80582765572842
B102-20180126_154604_proc	A6140L247_NGM_B102	A6140L247	B102	20180126	154604	1226.987	221.545798898072	5632	1016.9186302658	3.0072862038172	24.8	35	Paris2	NGM	-0.867934055564267	-2.28699945068453	-1.20505275405747	-4.8434742180258	-0.441273019328069	-1.72131280514033
B102-20180126_160721_proc	A6140L351_NGM_B102	A6140L351	B102	20180126	160721	1198.524	293.548387096774	3353	821.233235158815	2.91446651687246	25	35	Paris2	NGM	-1.287358900348	-2.39055620307287	-1.38415587660899	-4.86003780626183	-0.39681801924304	-2.22381507300759
B102-20180126_162837_proc	A6140L331_NGM_B102	A6140L331	B102	20180126	162837	1213.401	586.433823529412	1434	693.048796680715	2.84076381380819	25.2	35	Paris2	NGM	-1.69072722189469	-2.61000791381281	-0.716043656255168	-5.02181679116365	0.0653014364455525	-3.23241114897613
B102-20180126_164937_proc	A6140L233_NGM_B102	A6140L233	B102	20180126	164937	1214.737	240.225239616613	4437	877.456921275069	2.94322580398484	25.2	34	Paris2	NGM	-1.21396964867025	-2.16174898172486	-1.4616517555728	-4.07231818795418	-0.449677208312964	-1.84014481576672
B102-20180126_171035_proc	A6140L228_NGM_B102	A6140L228	B102	20180126	171035	1196.977	538.856341189674	1762	793.218978456734	2.8993930965323	25.2	34	Paris2	NGM	-1.49045732725023	-2.30424070363935	-0.78349495747703	-4.99191750637074	-0.146545435842909	-2.91777901640406
B103-20180202_093137_proc	CA3100L102_NGM_B103	CA3100L102	B103	20180202	93137	1201.003	265.533578174187	8770	1938.98723032966	3.28757494893656	25.4	28	Paris2	NGM	-2.1139597827523	-2.56058098230662	-1.56730550813196	-2.48518043979646	-1.22545112372304	-0.957908764419886
B103-20180202_095247_proc	CA3100L85_NGM_B103	CA3100L85	B103	20180202	95247	1227.347	146.403921568627	61063	7283.89172967799	3.86236348166532	25.4	28	Paris2	NGM	-1.01043150424251	-2.33921672084649	-2.71123470865484	-3.99943232589509	-1.80272922769313	-1.62820322796529
B103-20180202_101413_proc	CA3100L105_NGM_B103	CA3100L105	B103	20180202	101413	1245.483	129.832432432432	76992	8025.84911864541	3.9044909909877	25.5	28	Paris2	NGM	-1.5590084540412	-2.68709351115281	-3.10551978517737	-5.02810981847916	-1.48702405603822	-1.7458998300114
B103-20180202_103559_proc	CA3100L97_NGM_B103	CA3100L97	B103	20180202	103559	1199.456	125.844155844156	61731	6476.67407926225	3.81135204293326	25.5	28	Paris2	NGM	-1.34439603450867	-2.42603774729428	-3.01099322770048	-4.11768965011581	-2.02641938811716	-0.826801393454404
B103-20180202_105638_proc	CA3100L99_NGM_B103	CA3100L99	B103	20180202	105638	1284.757	257.933378196501	26376	5295.35996558953	3.72389548772123	25.6	27	Paris2	NGM	-2.21293402327774	-3.09062886228791	-1.69505907049108	-3.225594400008	-1.1839803313548	-1.14378985992649
B103-20180202_111855_proc	CA3100L98_NGM_B103	CA3100L98	B103	20180202	111855	1287.92	125.166514181153	65508	6366.39543681203	3.8038936105168	25.6	27	Paris2	NGM	-1.55016695038939	-2.56272522632451	-3.10366679069205	-4.15587680147647	-1.94928872106764	-0.832316160588548
B103-20180202_114121_proc	CA3100L92_NGM_B103	CA3100L92	B103	20180202	114121	1201.293	151.713759213759	28409	3587.83093342231	3.55483196993178	25.6	27	Paris2	NGM	-1.66613792787018	-3.02358008379632	-2.13662959966059	-3.95450274832345	-1.51280185402536	-1.95463318770012
B103-20180202_120227_proc	CA3100L95_NGM_B103	CA3100L95	B103	20180202	120227	1198.877	124.098199672668	48835	5055.0102979828	3.70372204466541	25.6	27	Paris2	NGM	-1.33805370720469	-2.73055052854218	-2.64152015928247	-4.1195333289575	-1.50661957285214	-1.21317196524605
B103-20180202_122318_proc	CA3100L103_NGM_B103	CA3100L103	B103	20180202	122318	1197.079	242.737810487581	7440	1508.6467225869	3.17858755363013	25.3	28	Paris2	NGM	-1.92332139766748	-2.52147433734515	-1.58143518178262	-2.94255184068485	-1.40969938032053	-1.17165482642622
B103-20180202_124359_proc	CA3100L104_NGM_B103	CA3100L104	B103	20180202	124359	1199.357	131.059505409583	37933	4145.12127640202	3.61753724149707	25.2	28	Paris2	NGM	-1.21642004599772	-2.48765424111402	-2.39579186782126	-3.84078145061147	-1.53343244015627	-1.68797535491363
B103-20180202_130440_proc	CA3100L94_NGM_B103	CA3100L94	B103	20180202	130440	1297.127	185.393245563824	17037	2435.03120717622	3.38650453147163	25.2	28	Paris2	NGM	-1.63460374330467	-2.42453810906983	-2.58599937063005	-4.11776735491482	-1.52380690503787	-1.42159145901765
B103-20180202_133546_proc	CA3100L86_NGM_B103	CA3100L86	B103	20180202	133546	1299.03	120.550161812298	71180	6605.5137431771	3.81990660047444	25.3	29	Paris2	NGM	-1.60523062580771	-2.97600619748028	-3.09080748718111	-3.81003887760716	-2.16278552407941	-0.321911514329382
B104-20180205_095250_proc	CA3100L112_NGM_B104	CA3100L112	B104	20180205	95250	1297.743	360.787475345168	3753	1043.37715169368	3.0184413221295	24.8	23	Paris2	NGM	-1.5736669278711	-2.80195457217897	-1.31093578712664	-4.50536717091848	-0.609243209711436	-2.20028341462127
B104-20180205_101635_proc	CA3100L118_NGM_B104	CA3100L118	B104	20180205	101635	1240.242	407.160084626234	4484	1472.05611442286	3.16792436551758	24.8	23	Paris2	NGM	-1.96847289187976	-2.76408725518418	-1.20283738044081	-4.25884257346691	-0.805316942365634	-2.21541472876417
B104-20180205_103830_proc	CA3100L115_NGM_B104	CA3100L115	B104	20180205	103830	1297.178	333.880205362236	3553	914.505464671791	2.96118630496795	24.9	23	Paris2	NGM	-1.43069363294212	-2.49578632618164	-1.34301936348138	-4.72078076826428	-0.392996198006183	-1.99725587071061
B104-20180205_110204_proc	CA3100L111_NGM_B104	CA3100L111	B104	20180205	110204	1216.399	206.446357085669	10582	1795.96937409563	3.25429892655474	24.8	23	Paris2	NGM	-1.41966872379552	-2.80292231855939	-1.70794826449364	-4.50785669583903	-0.959350520828716	-1.68468568709073
B104-20180205_112304_proc	CA3100L106_NGM_B104	CA3100L106	B104	20180205	112304	1251.576	234.621347876899	7267	1362.27710903807	3.13426545903421	24.8	23	Paris2	NGM	-1.43281219577849	-2.21365493215436	-1.54864367775686	-4.104762050957	-0.837984813805954	-1.8345571774961
B104-20180205_114447_proc	CA3100L108_NGM_B104	CA3100L108	B104	20180205	114447	1221.635	214.229751403368	8867	1554.94497594917	3.19171502547575	24.8	24	Paris2	NGM	-1.38940348462195	-2.43093816832386	-1.39906587201159	-3.56044725904935	-0.867335489832718	-1.3951463869593
B104-20180205_122603_proc	CA3100L101_NGM_B104	CA3100L101	B104	20180205	122603	1297.192	173.820654911839	8886	1190.70294878985	3.07580342916355	24.8	24	Paris2	NGM	-1.36280976921273	-2.58542010657595	-1.59189567190932	-2.30160724217968	-1.06555042913922	-0.433084484496891
B104-20180205_130724_proc	CA3100L31_NGM_B104	CA3100L31	B104	20180205	130724	1207.838	265.19249201278	3890	854.087049695168	2.93150213681971	24.7	24	Paris2	NGM	-1.64561327484129	-2.96057681181511	-1.0029952973358	-4.6072872541079	-0.25848211830416	-2.63263206516078
B104-20180205_135111_proc	CA3100L110_NGM_B104	CA3100L110	B104	20180205	135111	1204.905	222.204489795918	5784	1066.66564499242	3.02802830762427	24.5	25	Paris2	NGM	-1.04548849869574	-2.7259539013943	-1.46118523563502	-5.11983688967304	-0.648233590508385	-2.23764136025818
B104-20180205_141238_proc	CA3100L109_NGM_B104	CA3100L109	B104	20180205	141238	1296.44	219.757211538462	4695	795.841001645334	2.90082631019314	24.5	25	Paris2	NGM	-1.11304579013255	-2.62586737048414	-1.60618990799135	-3.98445077980918	-0.538356345946223	-1.30639446499637
B104-20180205_145510_proc	CA3100L117_NGM_B104	CA3100L117	B104	20180205	145510	1296.299	315.00171624714	3326	808.220717780378	2.90752997887373	24.5	26	Paris2	NGM	-1.64386782807665	-2.9383728478831	-1.42433008116659	-4.63848960978442	-0.491906694972698	-1.97825186617153
B104-20180205_160135_proc	CA3100L100_NGM_B104	CA3100L100	B104	20180205	160135	1297.365	151.100460829493	6940	808.282324678623	2.90756308185624	24.5	26	Paris2	NGM	-1.1501315837925	-2.52481958162931	-1.68819296035818	-3.15922445891588	-0.609523109226416	-0.784881637492525
B104-20180205_172356_proc	CA3100L107_NGM_B104	CA3100L107	B104	20180205	172356	1199.654	361.307930607187	3746	1128.20822341652	3.05238926093751	24.6	27	Paris2	NGM	-1.72801116344001	-2.67623862082277	-1.22334681473584	-4.4570361334312	-0.690924011195481	-2.3338217250464
B105-20180206_101505_proc	A6140L246_NGM_B105	A6140L246	B105	20180206	101505	1296.35	593.047493403694	1960	896.650663070344	2.9526232739791	25	27	Paris2	NGM	-2.38136221901856	-3.09287477342028	-0.62815280954772	-3.95143879657677	-0.201288916207024	-2.66036742364012
B105-20180206_104223_proc	A6140L333_NGM_B105	A6140L333	B105	20180206	104223	1198.486	218.008913649025	4262	775.273127906496	2.88945473095238	24.9	27	Paris2	NGM	-0.799222864959581	-1.91086573286955	-1.20235889669677	-4.34294733811717	-0.0962452302883102	-2.04433534530341
B105-20180206_110303_proc	A6140L287_NGM_B105	A6140L287	B105	20180206	110303	1297.613	239.937282229965	6428	1188.5799927823	3.07502841555926	25	27	Paris2	NGM	-1.3003249378225	-2.53213101735254	-1.2007662830334	-4.35051161039604	-0.378787438487156	-1.66884516384436
B105-20180206_112635_proc	A6140L253_NGM_B105	A6140L253	B105	20180206	112635	1296.902	277.008728859793	4017	858.001656123429	2.93348812612909	25.1	27	Paris2	NGM	-0.966791406219783	-2.22402864538575	-0.969320914157858	-4.47018144989802	-0.418622461914805	-1.97689886552377
B105-20180206_115258_proc	A6140L261_NGM_B105	A6140L261	B105	20180206	115258	1197.851	338.967257844475	2873	813.000057425486	2.91009057627005	25.2	27	Paris2	NGM	-1.07281014183992	-2.57988015575418	-0.896483769567482	-5.74762459741002	-0.274219408412822	-2.66592059845614
B105-20180206_121341_proc	A6140L326_NGM_B105	A6140L326	B105	20180206	121341	1218.032	261.05174488568	3800	814.425754467521	2.91085149884125	25.2	28	Paris2	NGM	-1.59759919942031	-2.76534660624925	-1.39521683638397	-4.23007441765218	-0.467440209178902	-1.75802885584443
B105-20180206_123436_proc	A6140L251_NGM_B105	A6140L251	B105	20180206	123436	1197.946	285.376757263355	5716	1361.67535474666	3.13407357714497	25.3	27	Paris2	NGM	-1.41670424160723	-2.70382443518323	-1.07114847573868	-4.89970094366863	-0.359630059900534	-2.01827309096175
B105-20180206_125528_proc	A6140L283_NGM_B105	A6140L283	B105	20180206	125528	1296.906	305.3996529786	4135	973.723280689975	2.98843555365047	25.3	27	Paris2	NGM	-1.3199502804922	-2.33538086956426	-1.09132513140873	-4.88132704855529	-0.259455749741999	-2.38945832460148
B105-20180206_132548_proc	A6140L265_NGM_B105	A6140L265	B105	20180206	132548	1198.692	296.693844924061	3466	857.885817630212	2.93342948822976	25.3	27	Paris2	NGM	-1.50386986016715	-2.4457155963258	-1.2014990168502	-4.6687406732346	-0.337756926528119	-2.18511321023064
B105-20180206_134635_proc	A6140L317_NGM_B105	A6140L317	B105	20180206	134635	1198.416	431.711598746082	1285	462.902201229552	2.66548924597956	25.3	27	Paris2	NGM	-1.85244131441143	-3.04242201255166	-1.02836297946097	-4.37234074502203	-0.268638789290723	-2.15856451178831
B105-20180206_140758_proc	A6140L324_NGM_B105	A6140L324	B105	20180206	140758	1258.854	296.106113843992	3489	820.678356029918	2.91417297980959	25.3	28	Paris2	NGM	-1.60266156911236	-2.63118396396674	-1.48554091535913	-4.31642086182644	-0.653227731413236	-1.51298934963812
B105-20180206_143018_proc	A6140L309_NGM_B105	A6140L309	B105	20180206	143018	1212.827	385.359667359667	1663	528.396157753024	2.72295965096988	25.2	28	Paris2	NGM	-1.70240902697002	-3.25700634253688	-0.537553826595477	-3.99575823094152	0.0679300384072307	-1.80850725992502
B105-20180206_145110_proc	A6140L293_NGM_B105	A6140L293	B105	20180206	145110	1296.412	223.141898370086	1932	332.541003670906	2.52184520323337	25.1	28	Paris2	NGM	-1.0961223971968	-2.49146718942321	-0.785966826605431	-4.41815353146324	-0.208458867580923	-2.16077033316071
B105-20180206_151558_proc	A6140L290_NGM_B105	A6140L290	B105	20180206	151558	1200.35	250.928315412186	5698	1191.14386738754	3.0759642191143	25	27	Paris2	NGM	-1.16089455038395	-2.39125280714516	-1.27677859785302	-4.84227273802759	-0.277421283787263	-2.12448438276048
B105-20180206_153631_proc	A6140L273_NGM_B105	A6140L273	B105	20180206	153631	1246.208	312.082711085583	3762	942.102088177867	2.97409796641288	25	27	Paris2	NGM	-1.35843503805323	-2.7757102314931	-1.23379166839842	-4.271446905571	-0.359928706719207	-1.64884455875804
B105-20180206_155807_proc	A6140L268_NGM_B105	A6140L268	B105	20180206	155807	1243.27	409.671811535337	2229	734.481221224888	2.86598069648752	24.8	27	Paris2	NGM	-2.14574004702032	-3.16299828368124	-1.00699306909223	-3.83230540731897	-0.354763573525693	-1.74143229043576
B105-20180206_161920_proc	A6140L217_NGM_B105	A6140L217	B105	20180206	161920	1197.106	258.483459545636	5371	1159.72575629861	3.06435530249644	24.8	27	Paris2	NGM	-1.05748238128873	-2.87303550804993	-0.904266175095499	-5.49988032721562	-0.267358409097857	-2.10407142481616
B105-20180206_163949_proc	A6140L228_NGM_B105	A6140L228	B105	20180206	163949	1297.386	364.410014513788	3620	1016.78625523931	3.00722966685942	25	27	Paris2	NGM	-1.71875661824421	-2.71079936055606	-1.09068856937074	-4.53769817401605	-0.24952728199314	-2.33040273609301
B105-20180206_170419_proc	A6140L218_NGM_B105	A6140L218	B105	20180206	170419	1296.799	223.950852160127	5435	938.597948865082	2.972479600806	24.9	27	Paris2	NGM	-1.04221285118075	-2.22280601849409	-1.17083268661177	-4.78126441253503	-0.454195863508552	-2.25246345720402
B105-20180206_173311_proc	A6140L233_NGM_B105	A6140L233	B105	20180206	173311	1230.963	478.018348623853	1567	608.511183759039	2.78426856448918	25	27	Paris2	NGM	-1.71357855542193	-2.67727026846775	-0.728172262917352	-4.44112175179538	-0.150464244910669	-2.56592297439894
B106-20180212_101717_proc	CA3100L120_NGM_B106	CA3100L120	B106	20180212	101717	1210.394	165.133183968135	10108	1379.02717920769	3.13957282575787	24.6	25	Paris2	NGM	-0.758207392762543	-2.04335725829902	-2.12398294336857	-5.57251910468025	-0.81110595950523	-1.99468077914755
B106-20180212_103833_proc	CA1100L44_NGM_B106	CA1100L44	B106	20180212	103833	1197.384	254.641703377386	6620	1407.8424936013	3.14855406958867	24.8	26	Paris2	NGM	-1.31871353611207	-2.38296304091069	-1.52530113073195	-4.41604122355081	-0.71354473032209	-1.87643455294245
B106-20180212_105916_proc	CA2100L77_NGM_B106	CA2100L77	B106	20180212	105916	1198.264	145.504117108875	33550	4073.94624974358	3.61001529476877	24.9	27	Paris2	NGM	-1.39323324845946	-2.49222882071055	-2.92441274613996	-3.90651660925044	-1.9720159413713	-0.561758445993053
B106-20180212_111950_proc	CA1100L19_NGM_B106	CA1100L19	B106	20180212	111950	1212.759	155.847400241838	13039	1675.59610091809	3.22416934109493	25	27	Paris2	NGM	-0.829399525350541	-2.21713456426881	-2.24066820472307	-4.8915934722751	-0.997883042858674	-1.06276462569538
B106-20180212_114103_proc	CA2100L89_NGM_B106	CA2100L89	B106	20180212	114103	1198.185	185.412168792934	8185	1266.58120538161	3.10263303930506	25.2	27	Paris2	NGM	-1.37346390067101	-2.54813412128651	-2.09233107211245	-3.42079476799106	-1.56854352041187	-0.761412729193595
B106-20180212_120157_proc	CA1100L87_NGM_B106	CA1100L87	B106	20180212	120157	1198.406	156.783941947566	10915	1427.97743532465	3.15472134484113	25.4	27	Paris2	NGM	-0.67700300413797	-1.89588606479803	-1.91699823262011	-4.57327224602438	-0.856985913311533	-1.90024615824612
B106-20180212_122241_proc	CA2100L18_NGM_B106	CA2100L18	B106	20180212	122241	1197.656	189.2516222062	9637	1522.82281656933	3.18264937525812	25.5	27	Paris2	NGM	-1.28113596911697	-2.18092568081282	-2.30014513914448	-3.75938882259559	-1.73205900296067	-1.29449756851459
B106-20180212_124333_proc	CA1100L34_NGM_B106	CA1100L34	B106	20180212	124333	1195.676	225.645564348188	4611	870.178624652076	2.93960841093823	25.7	27	Paris2	NGM	-0.663671204287093	-1.9754314309268	-1.4347892770117	-5.17068169280802	-0.582529032245008	-2.31540317151789
B106-20180212_130415_proc	CA1100L120_NGM_B106	CA1100L120	B106	20180212	130415	1256.694	237.492801316331	6892	1302.46534691194	3.11476617738797	25.8	27	Paris2	NGM	-1.42831196243767	-2.26389801737141	-1.46711428967252	-3.38207714651595	-1.04688239564556	-1.29326667339575
B106-20180212_132625_proc	CA1100L73_NGM_B106	CA1100L73	B106	20180212	132625	1219.919	211.075280112045	6512	1126.73236837006	3.05182077075499	26	27	Paris2	NGM	-1.08731398419334	-2.13657870778075	-1.58445103463874	-4.03484420918542	-0.684204803135955	-1.21549093498766
B106-20180212_134740_proc	CA3100L54_NGM_B106	CA3100L54	B106	20180212	134740	1296.202	142.537145006583	12495	1374.01549053099	3.1379916289493	26.2	25	Paris2	NGM	-0.447058069068553	-1.67264972219559	-1.88471539383719	-4.39374410452717	-0.837418308237608	-1.11250215903499
